restaurant_id,name,city,state,cuisine_type,price_band,rating,review_count,address,postal_code,source_url,has_menu,date_accessed
1381666,RH Rooftop Restaurant at RH Raleigh,Raleigh,NC,American,$50 and over,4.7,488,4120 Lassiter Mill Rd,27609,https://www.opentable.com/restaurant/profile/1381666,False,2026-01-24T18:18:36.873513
1044352,Overlook Raleigh Downtown Restaurant,Raleigh,NC,"International, Global, International, American",$30 and under,3.9,23,616 S Salisbury St,27601,https://www.opentable.com/restaurant/profile/1044352,False,2026-01-24T18:18:36.873556
1082260,Parkside Restaurant,Raleigh,NC,"Grill, American, Breakfast",$30 and under,4.5,73,301 W Martin St,27601,https://www.opentable.com/restaurant/profile/1082260,False,2026-01-24T18:18:36.873564
299527,Raleigh Roadhouse,Raleigh,NC,American,$31 to $50,0.0,0,510 Glenwood Ave,27603,https://www.opentable.com/restaurant/profile/299527,False,2026-01-24T18:18:36.874340
36919,Second Empire Restaurant and Tavern,Raleigh,NC,"Contemporary American, French, Southern",$50 and over,4.9,102,330 Hillsborough St.,27603,https://www.opentable.com/restaurant/profile/36919,False,2026-01-24T18:18:36.874345
1080775,Perry's Steakhouse & Grille - Raleigh,Raleigh,NC,"Steakhouse, Seafood, American",$31 to $50,4.5,487,4509 Creedmoor Road,27612,https://www.opentable.com/restaurant/profile/1080775,True,2026-01-24T18:18:36.874350
350308,Seasons 52 - Raleigh,Raleigh,NC,"Wine Bar, Seafood, American",$31 to $50,4.9,185,4325 Glenwood Ave,27612,https://www.opentable.com/restaurant/profile/350308,False,2026-01-24T18:18:36.875048
1400899,Peregrine,Raleigh,NC,"Contemporary American, Global, International, Comfort Food",$50 and over,4.6,198,1000 Social St,27609,https://www.opentable.com/restaurant/profile/1400899,False,2026-01-24T18:18:36.875053
1014967,Oak Steakhouse - Raleigh,Raleigh,NC,"Steakhouse, American, Cocktail Bar",$50 and over,4.7,289,417 W Hargett St,27603,https://www.opentable.com/restaurant/profile/1014967,False,2026-01-24T18:18:36.875058
1009543,88 Oaks Carolina Kitchen and Bar,Raleigh,NC,American,$30 and under,4.2,54,3415 Wake Forest Rd,27609,https://www.opentable.com/restaurant/profile/1009543,True,2026-01-24T18:18:36.875063
1258528,East End Bistrot Raleigh,Raleigh,NC,"Seafood, French, French / Japanese",$31 to $50,4.8,147,2020 Progress Ct,27608-2761,https://www.opentable.com/restaurant/profile/1258528,True,2026-01-24T18:18:36.875632
86605,The Point at Glenwood,Raleigh,NC,"Contemporary American, Pizzeria, Gastro Pub",$30 and under,4.1,1284,1626 Glenwood Ave,27608,https://www.opentable.com/restaurant/profile/86605,True,2026-01-24T18:18:36.875812
444592,Tupelo Honey - Raleigh,Raleigh,NC,"Comfort Food, Contemporary Southern, American",$30 and under,4.4,146,425 Oberlin Rd,27605,https://www.opentable.com/restaurant/profile/444592,False,2026-01-24T18:18:36.876169
1264402,La Terrazza,Raleigh,NC,Mediterranean,$31 to $50,4.5,231,223 S West St,27603-1835,https://www.opentable.com/restaurant/profile/1264402,False,2026-01-24T18:18:36.876173
1269772,NCMA Cafe,Raleigh,NC,"Wine Bar, Contemporary American, Southern",$30 and under,4.4,87,2110 Blue Ridge Rd,27607-6433,https://www.opentable.com/restaurant/profile/1269772,True,2026-01-24T18:18:36.876177
1054873,Rosewater Kitchen & Bar,Raleigh,NC,European,$30 and under,4.6,67,110 Park At North Hills St,27609,https://www.opentable.com/restaurant/profile/1054873,False,2026-01-24T18:18:36.876375
6269,Sullivan's Steakhouse - Raleigh,Raleigh,NC,"Steakhouse, Steak, Seafood",$50 and over,4.2,268,410 Glenwood Avenue,27603,https://www.opentable.com/restaurant/profile/6269,False,2026-01-24T18:18:36.876379
18001,Firebirds Wood Fired Grill - Raleigh,Raleigh,NC,"Steakhouse, Seafood, American",$30 and under,4.5,276,4350 Lassiter at North Hills Avenue,27609,https://www.opentable.com/restaurant/profile/18001,False,2026-01-24T18:18:36.876382
272359,Poole's Diner,Raleigh,NC,American,$31 to $50,4.8,357,428 S McDowell St,27601,https://www.opentable.com/restaurant/profile/272359,False,2026-01-24T18:18:36.876424
4378,The Pit Authentic BBQ,Raleigh,NC,"Southern, Barbecue",$30 and under,4.3,128,328 W. Davie Street,27601,https://www.opentable.com/restaurant/profile/4378,True,2026-01-24T18:18:36.876428
12412,Glenwood Grill,Raleigh,NC,"Low Country, American",$30 and under,4.6,8239,2603-151 Glenwood Avenue,27608,https://www.opentable.com/restaurant/profile/12412,True,2026-01-24T18:18:36.877058
1377478,High Rail,Raleigh,NC,"American, Lounge, Cocktail Bar",$31 to $50,4.6,52,11 Seaboard Ave 7th floor,27604,https://www.opentable.com/restaurant/profile/1377478,False,2026-01-24T18:18:36.877262
1191742,Northside Bistro & Cocktails,Raleigh,NC,"Bistro, Italian, American",$31 to $50,4.8,132,832 Spring Forest Rd,27609-9100,https://www.opentable.com/restaurant/profile/1191742,False,2026-01-24T18:18:36.877265
1390534,True Food Kitchen - Raleigh,Raleigh,NC,"Contemporary American, Vegetarian / Vegan, American",$30 and under,4.3,139,4104 Center at North Hills St. Ste 100,27609,https://www.opentable.com/restaurant/profile/1390534,True,2026-01-24T18:18:36.877269
5444,Saint Jacques French Cuisine,Raleigh,NC,"Contemporary French / American, Seafood, French",$31 to $50,4.7,6477,6112 Falls of Neuse Rd.,27609,https://www.opentable.com/restaurant/profile/5444,True,2026-01-24T18:18:36.877548
1012843,Overlook Restaurant & Lounge,Asheville,NC,American,$30 and under,3.7,257,1 Resort Drive,28806,https://www.opentable.com/restaurant/profile/1012843,True,2026-01-24T18:19:32.788895
1346395,Luminosa,Asheville,NC,"Wine Bar, Pizzeria, Italian",$30 and under,4.8,512,20 Battery Park Ave,28801,https://www.opentable.com/restaurant/profile/1346395,False,2026-01-24T18:19:32.789579
111019,Tupelo Honey - Downtown Asheville,Asheville,NC,"Comfort Food, Contemporary Southern, American",$30 and under,4.4,296,12 College St,28801,https://www.opentable.com/restaurant/profile/111019,False,2026-01-24T18:19:32.789587
191293,Chiesa,Asheville,NC,Italian,$31 to $50,4.6,4547,152 Montford Ave,28801,https://www.opentable.com/restaurant/profile/191293,True,2026-01-24T18:19:32.789593
54910,The Blackbird,Asheville,NC,"Contemporary American, Comfort Food, Southern",$31 to $50,4.3,265,47 Biltmore Ave,28801,https://www.opentable.com/restaurant/profile/54910,False,2026-01-24T18:19:32.790215
1384783,Wildwood Still,Asheville,NC,"Tapas / Small Plates, Pub",$30 and under,4.5,251,61 Biltmore Ave,28801,https://www.opentable.com/restaurant/profile/1384783,True,2026-01-24T18:19:32.791214
1406800,Posana - Biltmore Park,Asheville,NC,"Contemporary American, American",$31 to $50,4.6,499,264 Thetford St,28803,https://www.opentable.com/restaurant/profile/1406800,False,2026-01-24T18:19:32.791499
1189177,67 Biltmore,Asheville,NC,American,$30 and under,0.0,0,67 Biltmore Ave,28801-3626,https://www.opentable.com/restaurant/profile/1189177,False,2026-01-24T18:19:32.791505
1070437,Asheville Proper,Asheville,NC,"Steakhouse, Contemporary American, American",$31 to $50,4.6,185,1 Page Ave,28801,https://www.opentable.com/restaurant/profile/1070437,True,2026-01-24T18:19:32.791512
59827,Cúrate,Asheville,NC,"Tapas / Small Plates, Spanish",$30 and under,4.7,11056,11 Biltmore Ave,28801,https://www.opentable.com/restaurant/profile/59827,True,2026-01-24T18:19:32.792361
1123567,Felina Steak- Jersey City,Jersey City,NJ,"Steakhouse, Italian, Seafood",$31 to $50,4.4,159,2 Chapel Ave,07305-4021,https://www.opentable.com/restaurant/profile/1123567,True,2026-01-24T18:20:30.936053
1322287,87 Sussex - Jersey City,Jersey City,NJ,"Vegetarian, Contemporary American, American",$50 and over,4.8,63,87 Sussex St,07302-4525,https://www.opentable.com/restaurant/profile/1322287,False,2026-01-24T18:20:30.936564
1309510,The Table,Jersey City,NJ,American,$30 and under,4.8,34,400 Claremont Avenue,07304,https://www.opentable.com/restaurant/profile/1309510,False,2026-01-24T18:20:30.936572
1394098,Bistro La Source - Jersey City,Jersey City,NJ,"European, French, American",$30 and under,4.7,38,299 Marin Blvd,07302,https://www.opentable.com/restaurant/profile/1394098,False,2026-01-24T18:20:30.936580
1422436,The Exchange,Jersey City,NJ,"Bar / Lounge / Bottle Service, Contemporary American, Tapas / Small Plates",$30 and under,4.3,29,2 Exchange Pl,07302,https://www.opentable.com/restaurant/profile/1422436,True,2026-01-24T18:20:30.936590
4206,Maddy Rose at Liberty House,Jersey City,NJ,"Contemporary American, Seafood, Cocktail Bar",$31 to $50,4.6,101,76 Audrey Zapp Drive,07305,https://www.opentable.com/restaurant/profile/4206,True,2026-01-24T18:20:30.937369
1022140,Hudson & Co,Jersey City,NJ,"Sushi, Pizzeria, American",$31 to $50,4.5,126,"3 Second Street, Suite 150",07311,https://www.opentable.com/restaurant/profile/1022140,True,2026-01-24T18:20:30.938119
1044478,Surf City,Jersey City,NJ,"Burgers, Seafood, American",$30 and under,4.0,416,1 Marin Blvd,07302,https://www.opentable.com/restaurant/profile/1044478,True,2026-01-24T18:20:30.939019
1463653,The District,Jersey City,NJ,"Bar / Lounge / Bottle Service, American, Lounge",$31 to $50,4.3,15,210 Hudson St,07302,https://www.opentable.com/restaurant/profile/1463653,True,2026-01-24T18:20:30.939934
1142311,City Diner,Jersey City,NJ,American,$30 and under,4.6,89,31 Montgomery St,07302-3869,https://www.opentable.com/restaurant/profile/1142311,False,2026-01-24T18:20:30.940177
1017217,Ruth's Chris Steak House - Jersey City,Jersey City,NJ,"Steakhouse, Steak, Seafood",$50 and over,4.7,61,"499 Washington Blvd, Space 2",07310,https://www.opentable.com/restaurant/profile/1017217,False,2026-01-24T18:20:30.943083
1050361,Lokal Eatery & Bar,Jersey City,NJ,"Contemporary American, Contemporary Italian, Mediterranean",$31 to $50,4.3,585,2 2nd St  # 101,07302-3096,https://www.opentable.com/restaurant/profile/1050361,True,2026-01-24T18:20:30.943088
43129,Battello,Jersey City,NJ,"Seafood, Contemporary Italian",$30 and under,4.4,2859,502 Washington Boulevard,07310,https://www.opentable.com/restaurant/profile/43129,True,2026-01-24T18:20:30.943687
51148,Bistro La Source,Jersey City,NJ,"Seafood, French, Belgian",$30 and under,4.3,1276,85 Morris Street,07302,https://www.opentable.com/restaurant/profile/51148,True,2026-01-24T18:20:30.944182
1376038,dullboy,Jersey City,NJ,"American, Cocktail Bar",$30 and under,4.9,39,364 Grove St,07302,https://www.opentable.com/restaurant/profile/1376038,False,2026-01-24T18:20:30.944930
1417066,The Newark Standard,Newark,NJ,"Tapas / Small Plates, American",$30 and under,4.3,9,68 Wilson Ave,07105,https://www.opentable.com/restaurant/profile/1417066,True,2026-01-24T18:21:20.103639
80248,NICO Kitchen + Bar,Newark,NJ,"Bistro, Contemporary American, American",$31 to $50,4.3,77,One Center Street,07102,https://www.opentable.com/restaurant/profile/80248,True,2026-01-24T18:21:20.103878
1292032,Medallion Steakhouse & Seafood,Newark,NJ,"Steakhouse, International, American",$31 to $50,3.0,14,50 Park Pl Newark,07102,https://www.opentable.com/restaurant/profile/1292032,False,2026-01-24T18:21:20.104187
265249,Casa d'Paco,Newark,NJ,"Tapas / Small Plates, Seafood, Spanish",$30 and under,4.9,40,73 Warwick Street,07105,https://www.opentable.com/restaurant/profile/265249,False,2026-01-24T18:21:20.104192
151357,Duke's Southern Table,Newark,NJ,"Southern, Low Country, American",$30 and under,4.0,366,11 Clinton St.,07102,https://www.opentable.com/restaurant/profile/151357,True,2026-01-24T18:21:20.104197
218446,Sol-Mar,Newark,NJ,"Portuguese, American, Mediterranean",$30 and under,4.7,48,263 Ferry St,07105,https://www.opentable.com/restaurant/profile/218446,True,2026-01-24T18:21:20.105036
258718,Market Street Bar & Grill - Hilton Newark Penn Station,Newark,NJ,Gastro Pub,$30 and under,0.0,0,1 Gateway Ctr,07102,https://www.opentable.com/restaurant/profile/258718,True,2026-01-24T18:21:20.105995
1013062,Dutch's,Newark,NJ,Comfort Food,$30 and under,3.8,46,24 East Park Street,07102,https://www.opentable.com/restaurant/profile/1013062,True,2026-01-24T18:21:20.106123
109372,Titanic Bar & Restaurant,Newark,NJ,"Spanish, Portuguese",$30 and under,3.9,10,486 Market St,07105,https://www.opentable.com/restaurant/profile/109372,False,2026-01-24T18:21:20.106324
73627,Chateau of Spain,Newark,NJ,"Contemporary American, Spanish, Portuguese",$30 and under,3.9,317,11 Franklin St.,07102,https://www.opentable.com/restaurant/profile/73627,True,2026-01-24T18:21:20.106644
4496,Laurea,Princeton,NJ,"Italian, Mediterranean",$30 and under,4.4,38,102 Carnegie Center,08540-6200,https://www.opentable.com/restaurant/profile/4496,True,2026-01-24T18:22:01.188205
45763,The Perch,Princeton,NJ,"Afternoon Tea, Contemporary American, Cocktail Bar",$50 and over,4.6,4358,20 Bayard Lane,08540,https://www.opentable.com/restaurant/profile/45763,False,2026-01-24T18:22:01.188596
4793,Mediterra,Princeton,NJ,"Spanish, Mediterranean",$31 to $50,4.7,248,29 Hulfish St,08542,https://www.opentable.com/restaurant/profile/4793,True,2026-01-24T18:22:01.188604
26407,Elements Restaurant,Princeton,NJ,"Contemporary American, American",$50 and over,4.7,34,66 Witherspoon Street,08542,https://www.opentable.com/restaurant/profile/26407,True,2026-01-24T18:22:01.188927
250465,Winberie's Restaurant & Bar - Princeton,Princeton,NJ,"American, Pub",$31 to $50,4.5,57,1 Palmer Sq E,08542,https://www.opentable.com/restaurant/profile/250465,False,2026-01-24T18:22:01.188945
1335436,The Mauryas,Princeton,NJ,"Indian, Italian, American",$50 and over,4.3,12,120 Rockingham Row,08540,https://www.opentable.com/restaurant/profile/1335436,True,2026-01-24T18:22:01.188952
1208686,Iron & Ivy,Princeton,NJ,Contemporary American,$31 to $50,3.9,12,100 College Rd E,08540,https://www.opentable.com/restaurant/profile/1208686,True,2026-01-24T18:22:01.190128
25924,Witherspoon Grill,Princeton,NJ,"Steak, American",$31 to $50,4.5,9972,57 Witherspoon Street,8542,https://www.opentable.com/restaurant/profile/25924,True,2026-01-24T18:22:01.190433
37534,Teresa Caffe,Princeton,NJ,Italian,$30 and under,4.3,1612,23 Palmer Square East,08542,https://www.opentable.com/restaurant/profile/37534,True,2026-01-24T18:22:01.191108
1143751,Ficus,Princeton,NJ,"French American, Contemporary American, Contemporary Asian",$31 to $50,4.1,350,"235 Nassau St
Unit A",08540-4643,https://www.opentable.com/restaurant/profile/1143751,False,2026-01-24T18:22:01.191748
1208344,The George,Seattle,WA,"Contemporary American, Northwest, American",$50 and over,4.3,384,411 University St,98101-2519,https://www.opentable.com/restaurant/profile/1208344,False,2026-01-24T18:25:50.990282
46720,Copperleaf Restaurant & Bar,Seattle,WA,"Organic, Northwest, American",$31 to $50,4.7,107,18525 36th Ave. South,98188,https://www.opentable.com/restaurant/profile/46720,True,2026-01-24T18:25:50.991135
43831,"The Brooklyn Seafood, Steak & Oyster House",Seattle,WA,"Steak, Seafood, Northwest",$31 to $50,4.4,6540,1212 Second Ave,98101,https://www.opentable.com/restaurant/profile/43831,False,2026-01-24T18:25:50.991310
348751,2120,Seattle,WA,"Contemporary American, Farm-to-table",$50 and over,4.8,83,2120 6th Ave,98121,https://www.opentable.com/restaurant/profile/348751,True,2026-01-24T18:25:50.991557
358,Salty's on Alki Beach,Seattle,WA,"Steak, Seafood, Northwest",$31 to $50,4.7,285,1936 Harbor Ave. SW,98126,https://www.opentable.com/restaurant/profile/358,True,2026-01-24T18:25:50.992078
1349095,The Garrison Seattle,Seattle,WA,"Contemporary French / American, Oyster Bar, Seafood",$31 to $50,4.6,33,2319 NW Market St,98107-4027,https://www.opentable.com/restaurant/profile/1349095,True,2026-01-24T18:25:50.993254
7355,Tilth,Seattle,WA,"Organic, Northwest, American",$31 to $50,4.5,8465,1411 N. 45th Street,98103,https://www.opentable.com/restaurant/profile/7355,True,2026-01-24T18:25:50.993527
75022,The Pink Door,Seattle,WA,Italian,$50 and over,4.8,913,1919 Post Alley,98101,https://www.opentable.com/restaurant/profile/75022,False,2026-01-24T18:25:50.993889
1090921,Charlotte Restaurant & Lounge,Seattle,WA,"Contemporary American, Seafood, Northwest",$50 and over,4.6,128,809 5th Ave,98104-1663,https://www.opentable.com/restaurant/profile/1090921,False,2026-01-24T18:25:50.993895
49144,Chloé,Seattle,WA,French,$30 and under,4.1,725,3515 Ne 45th St,98105,https://www.opentable.com/restaurant/profile/49144,True,2026-01-24T18:25:50.994062
1330072,MARKET Seattle,Seattle,WA,"Seafood, Shellfish, American",$31 to $50,4.4,15,1300 1st Ave,98101,https://www.opentable.com/restaurant/profile/1330072,False,2026-01-24T18:25:50.994150
1180036,Limoncello Belltown,Seattle,WA,Italian,$30 and under,4.7,52,2326 1st Ave,98121,https://www.opentable.com/restaurant/profile/1180036,False,2026-01-24T18:25:50.994154
25606,Goldfinch Tavern at Four Seasons Hotel Seattle,Seattle,WA,"Contemporary American, Seafood, Northwest",$31 to $50,4.4,193,99 Union Street,98101,https://www.opentable.com/restaurant/profile/25606,False,2026-01-24T18:25:50.994159
166663,Smith,Seattle,WA,"Burgers, Northwest, American",$30 and under,4.8,17,332 15th Ave E,98112,https://www.opentable.com/restaurant/profile/166663,False,2026-01-24T18:25:50.995373
208411,Resto,Seattle,WA,American,$30 and under,0.0,0,421 E Thomas St,98102,https://www.opentable.com/restaurant/profile/208411,True,2026-01-24T18:25:50.995377
1157902,The Collective Seattle,Seattle,WA,"Contemporary American, Northwest, Cocktail Bar",$31 to $50,4.5,170,400 Dexter Ave N,98109-4703,https://www.opentable.com/restaurant/profile/1157902,False,2026-01-24T18:25:50.995419
1379074,"Fogo de Chão - Seattle, WA",Seattle,WA,"Steakhouse, Steak, Seafood",$30 and under,3.8,214,400 University St suite 100,98101,https://www.opentable.com/restaurant/profile/1379074,False,2026-01-24T18:25:50.995423
444610,Rider,Seattle,WA,"Grill, Seafood",$31 to $50,3.8,76,619 Pine St,98101,https://www.opentable.com/restaurant/profile/444610,False,2026-01-24T18:25:50.995428
167020,Radici,Seattle,WA,"Italian, Mediterranean",$30 and under,4.3,64,314 Second Ave S,98104,https://www.opentable.com/restaurant/profile/167020,True,2026-01-24T18:25:50.995433
1041142,Conversation,Seattle,WA,"Seafood, Northwest, American",$31 to $50,4.2,23,110 Stewart St,98101-1019,https://www.opentable.com/restaurant/profile/1041142,True,2026-01-24T18:25:50.995598
992536,Derby - The Shop Seattle,Seattle,WA,"Gastro Pub, American, Cocktail Bar",$30 and under,4.7,18,2233 6th Ave S,98134,https://www.opentable.com/restaurant/profile/992536,False,2026-01-24T18:25:50.995917
1255606,Driftwood,Seattle,WA,"Contemporary American, Seafood, Farm-to-table",$50 and over,4.8,96,2722 Alki Ave SW,98116,https://www.opentable.com/restaurant/profile/1255606,False,2026-01-24T18:25:50.996277
1227463,84 Yesler,Seattle,WA,"Northwest, French / Japanese, American",$50 and over,4.5,56,84 Yesler Way,98104-2529,https://www.opentable.com/restaurant/profile/1227463,False,2026-01-24T18:25:50.996281
205312,List,Seattle,WA,"Tapas / Small Plates, Italian",$30 and under,0.0,0,2226 1st Ave,98121,https://www.opentable.com/restaurant/profile/205312,True,2026-01-24T18:25:50.996285
160864,The Fisherman's Restaurant & Bar-Seattle,Seattle,WA,Seafood,$31 to $50,4.0,25,1301 Alaskan Way,98101,https://www.opentable.com/restaurant/profile/160864,False,2026-01-24T18:25:50.996352
1235041,Slahal Restaurant and Bar,Tacoma,WA,"Steakhouse, Seafood, American",$50 and over,4.7,55,2920 E R St,98404-4934,https://www.opentable.com/restaurant/profile/1235041,True,2026-01-24T18:26:34.133604
3464,Melting Pot - Tacoma,Tacoma,WA,Fondue,$50 and over,4.6,43,2121 Pacific Avenue,98402,https://www.opentable.com/restaurant/profile/3464,False,2026-01-24T18:26:34.134218
1006027,Harbor Lights Tacoma,Tacoma,WA,"Steak, Seafood, Farm-to-table",$30 and under,4.5,139,2761 Ruston Way,98402,https://www.opentable.com/restaurant/profile/1006027,False,2026-01-24T18:26:34.135239
24409,Lobster Shop,Tacoma,WA,"Seafood, Northwest, American",$31 to $50,4.5,24,4015 Ruston Way,98402,https://www.opentable.com/restaurant/profile/24409,False,2026-01-24T18:26:34.135429
204895,Cliff House Restaurant - Tacoma,Tacoma,WA,"Steakhouse, Seafood",$31 to $50,4.1,718,6300 Marine View Dr,98422,https://www.opentable.com/restaurant/profile/204895,True,2026-01-24T18:26:34.135433
89698,Churchill's Steakhouse,Spokane,WA,"Steakhouse, Seafood, Northwest",$31 to $50,4.8,183,165 S Post St,99201,https://www.opentable.com/restaurant/profile/89698,False,2026-01-24T18:27:10.256523
1209832,Steam Plant Restaurant & Brew Pub,Spokane,WA,"Brewery, American",$31 to $50,4.5,53,159 S Lincoln St,99201,https://www.opentable.com/restaurant/profile/1209832,True,2026-01-24T18:27:10.256619
1047475,Osprey,Spokane,WA,"Contemporary American, Vegetarian / Vegan, American",$31 to $50,4.3,49,700 N Division St,99202-1613,https://www.opentable.com/restaurant/profile/1047475,True,2026-01-24T18:27:10.256797
1436569,The Centennial Restaurant & Bar,Spokane,WA,"Northwest, American, Breakfast",$30 and under,4.2,9,303 W North River Dr,99201,https://www.opentable.com/restaurant/profile/1436569,True,2026-01-24T18:27:10.258359
1287556,Sorella,spokane,WA,Italian,$31 to $50,4.8,174,1122 W Summit Pkwy,99201,https://www.opentable.com/restaurant/profile/1287556,False,2026-01-24T18:27:10.258836
2648,Aquitaine - Boston,Boston,MA,"Bistro, European, French",$30 and under,4.5,306,569 Tremont Street,02118,https://www.opentable.com/restaurant/profile/2648,False,2026-01-24T18:29:27.477797
1055065,The Bosworth,Boston,MA,"Fusion / Eclectic, American, Mediterranean",$30 and under,4.4,46,90 Tremont St,02108-4101,https://www.opentable.com/restaurant/profile/1055065,False,2026-01-24T18:29:27.478122
1432213,Nine,Boston,MA,"European, French",$50 and over,4.6,188,9 Park St Pl,02108,https://www.opentable.com/restaurant/profile/1432213,True,2026-01-24T18:29:27.478127
1374076,The Berkeley Bistro + Bar,Boston,MA,"French American, French, American",$30 and under,4.3,57,154 Berkeley St,02116,https://www.opentable.com/restaurant/profile/1374076,False,2026-01-24T18:29:27.478250
1271746,Eastern Standard,Boston,MA,"Bistro, French American, American",$31 to $50,4.6,428,775 Beacon St,02215,https://www.opentable.com/restaurant/profile/1271746,False,2026-01-24T18:29:27.478256
349486,Porto,Boston,MA,"Italian, Seafood, Modern European",$31 to $50,4.8,256,Ring Road,02199-7820,https://www.opentable.com/restaurant/profile/349486,True,2026-01-24T18:29:27.478261
145852,Uni,Boston,MA,"Sushi, Contemporary Asian, Japanese",$50 and over,4.5,439,370 Commonwealth Avenue,02215,https://www.opentable.com/restaurant/profile/145852,False,2026-01-24T18:29:27.478388
1191331,Contessa - Boston,Boston,MA,Italian,$31 to $50,4.7,564,1 Newbury St,02116,https://www.opentable.com/restaurant/profile/1191331,False,2026-01-24T18:29:27.478392
106855,Nebo,Boston,MA,"Pizzeria, Italian, Seafood",$31 to $50,4.6,171,520 Atlantic Ave,02210,https://www.opentable.com/restaurant/profile/106855,True,2026-01-24T18:29:27.478398
47272,FiRE+iCE Interactive Grill & Bar,Boston,MA,"International, Latin American, American",$30 and under,4.3,111,205 Berkeley Street,02116,https://www.opentable.com/restaurant/profile/47272,False,2026-01-24T18:29:27.479780
1559,Clio,Boston,MA,"French, American",$50 and over,4.3,2684,370-A Commonwealth Avenue,02215,https://www.opentable.com/restaurant/profile/1559,True,2026-01-24T18:29:27.479788
35197,The Banks Seafood and Steak,Boston,MA,"Seafood, American, Cocktail Bar",$31 to $50,4.3,676,406 Stuart Street,02116,https://www.opentable.com/restaurant/profile/35197,True,2026-01-24T18:29:27.479921
1356178,Amber Road,Boston,MA,"American, Rotisserie Chicken, Cocktail Bar",$31 to $50,4.6,70,100 Federal St,02110,https://www.opentable.com/restaurant/profile/1356178,False,2026-01-24T18:29:27.480683
1356322,Ramsays Kitchen - Boston,Boston,MA,American,$31 to $50,4.6,421,774 Boylston St,02199-7601,https://www.opentable.com/restaurant/profile/1356322,False,2026-01-24T18:29:27.480690
113803,Ostra,Boston,MA,Seafood,$31 to $50,4.9,503,1 Charles St. South,02116,https://www.opentable.com/restaurant/profile/113803,True,2026-01-24T18:29:27.480699
2829,Metropolis Cafe,Boston,MA,"Bistro, European, American",$31 to $50,4.9,215,584 Tremont Street,02118,https://www.opentable.com/restaurant/profile/2829,True,2026-01-24T18:29:27.480901
1265569,1928 Beacon Hill,Boston,MA,"Contemporary French / American, Seafood, Speakeasy",$50 and over,4.6,613,97 Mt Vernon St,02108-1239,https://www.opentable.com/restaurant/profile/1265569,True,2026-01-24T18:29:27.481236
30448,South End Buttery,Boston,MA,"Bar / Lounge / Bottle Service, Contemporary American, Tapas / Small Plates",$30 and under,4.5,170,314 Shawmut Avenue,02118,https://www.opentable.com/restaurant/profile/30448,True,2026-01-24T18:29:27.482648
1265371,Estella,Boston,MA,"Global, International, Caribbean, American",$31 to $50,4.0,241,49 Temple Place,02111,https://www.opentable.com/restaurant/profile/1265371,True,2026-01-24T18:29:27.482943
1374397,Matria,Boston,MA,"Steakhouse, Italian, American",$31 to $50,4.5,19,510 Atlantic Ave,02210,https://www.opentable.com/restaurant/profile/1374397,False,2026-01-24T18:29:27.484464
1235005,La Royal,Cambridge,MA,"Peruvian, Seafood, Home cooking",$31 to $50,4.6,288,221 Concord Ave,02138,https://www.opentable.com/restaurant/profile/1235005,True,2026-01-24T18:30:17.333153
731962,Pammy's,Cambridge,MA,"Italian, French, American",$50 and over,4.8,368,928 Massachusetts Ave.,02139,https://www.opentable.com/restaurant/profile/731962,True,2026-01-24T18:30:17.333349
3324,Harvest,Cambridge,MA,"Contemporary American, Steak, Seafood",$31 to $50,4.6,277,44 Brattle Street (on the walkway),02138,https://www.opentable.com/restaurant/profile/3324,True,2026-01-24T18:30:17.333398
85192,Puritan & Company,Cambridge,MA,"Oyster Bar, Wine Bar, Contemporary American",$31 to $50,4.6,151,1166 Cambridge Street,02139,https://www.opentable.com/restaurant/profile/85192,True,2026-01-24T18:30:17.333714
2360,Bambara Kitchen & Bar,Cambridge,MA,"Contemporary American, American",$30 and under,4.6,33,25 Edwin H Land Blvd.,02141,https://www.opentable.com/restaurant/profile/2360,True,2026-01-24T18:30:17.333803
1434112,Vejigante - Worcester,Worcester,MA,"Puerto Rican, Latin / Spanish, Caribbean",$30 and under,4.3,29,55 Pearl St,01608-2406,https://www.opentable.com/restaurant/profile/1434112,False,2026-01-24T18:30:58.452630
1229089,The Mercantile,Worcester,MA,American,$30 and under,4.6,209,2 Mercantile Street,01608,https://www.opentable.com/restaurant/profile/1229089,False,2026-01-24T18:30:58.452734
1245493,Ruth's Chris Steak House - Worcester,Worcester,MA,"Steakhouse, Steak, Seafood",$50 and over,4.8,127,4 Mercantile St,01608,https://www.opentable.com/restaurant/profile/1245493,False,2026-01-24T18:30:58.452750
62206,Nuovo Restaurant,Worcester,MA,"Italian, American, Mediterranean",$31 to $50,4.6,49,92 Shrewsbury Street,01604,https://www.opentable.com/restaurant/profile/62206,True,2026-01-24T18:30:58.452765
210958,deadhorse hill,worcester,MA,American,$30 and under,4.6,430,281 main St,01608,https://www.opentable.com/restaurant/profile/210958,True,2026-01-24T18:30:58.453930
1018783,Topside,Baltimore,MD,"Contemporary American, Seafood, American",$31 to $50,4.5,107,612 Cathedral St,21201,https://www.opentable.com/restaurant/profile/1018783,True,2026-01-24T18:31:49.860677
68365,Cafe Hon,Baltimore,MD,"Seafood, Comfort Food, American",$30 and under,3.6,339,1002 West 36th Street,21211,https://www.opentable.com/restaurant/profile/68365,False,2026-01-24T18:31:49.861265
