restaurant_id,name,city,state,cuisine_type,price_band,rating,review_count,address,postal_code,source_url,has_menu,date_accessed
1348093,Little Water,Philadelphia,PA,"Contemporary American, Seafood, American",$30 and under,4.7,361,261 S 20th St,19103,https://www.opentable.com/restaurant/profile/1348093,False,2026-01-24T18:08:19.098164
1018453,Stir,Philadelphia,PA,American,$30 and under,4.3,75,2600 Benjamin Franklin Pkwy,19130,https://www.opentable.com/restaurant/profile/1018453,True,2026-01-24T18:08:19.098168
1427149,Casa Nostra,Philadelphia,PA,Italian,$31 to $50,4.7,42,775 S Front St,19147-3524,https://www.opentable.com/restaurant/profile/1427149,True,2026-01-24T18:08:19.098392
1351870,Honeysuckle,Philadelphia,PA,"Comfort Food, American, Farm-to-table",$50 and over,4.6,214,631 N. Broad Street,19123,https://www.opentable.com/restaurant/profile/1351870,False,2026-01-24T18:08:19.098520
1346254,Provenance,Philadelphia,PA,"Korean, Seafood, French",$50 and over,4.9,229,408 S 2nd St,19147-1608,https://www.opentable.com/restaurant/profile/1346254,False,2026-01-24T18:08:19.098524
984535,Friday Saturday Sunday,Philadelphia,PA,American,$50 and over,4.8,311,261 S 21st St,19103,https://www.opentable.com/restaurant/profile/984535,False,2026-01-24T18:08:19.098528
1209331,Fiorella Philadelphia,Philadelphia,PA,Italian,$31 to $50,4.9,563,817 Christian St,19147-3928,https://www.opentable.com/restaurant/profile/1209331,False,2026-01-24T18:08:19.098532
1386415,The Newsroom - Philadelphia,Philadelphia,PA,"Sushi, Japanese",$31 to $50,4.0,108,Philadelphia,19123,https://www.opentable.com/restaurant/profile/1386415,True,2026-01-24T18:08:19.098536
1363930,Scampi,Philadelphia,PA,"Contemporary American, Contemporary Italian",$50 and over,4.8,78,617 S 3rd St,19147-2301,https://www.opentable.com/restaurant/profile/1363930,False,2026-01-24T18:08:19.098606
1229293,FRAME,Philadelphia,PA,"Fusion / Eclectic, American",$31 to $50,4.4,108,222 Market St,19106-2815,https://www.opentable.com/restaurant/profile/1229293,False,2026-01-24T18:08:19.098610
1356235,Pietramala,Philadelphia,PA,Vegan,$50 and over,4.9,163,614 N 2nd St,19123-3039,https://www.opentable.com/restaurant/profile/1356235,False,2026-01-24T18:08:19.098614
1368322,Emmett,Philadelphia,PA,"Italian, Middle Eastern, Mediterranean",$50 and over,4.8,260,161 W Girard Ave 19122-1619 ,19122-1619,https://www.opentable.com/restaurant/profile/1368322,False,2026-01-24T18:08:19.098618
101866,Pennsylvania 6 - PA,Philadelphia,PA,"Contemporary American, Seafood, American",$30 and under,4.1,1265,114 S. 12th Street,19107,https://www.opentable.com/restaurant/profile/101866,False,2026-01-24T18:08:19.098621
1401910,Sao,Philadelphia,PA,"Southeast Asian, Oyster Bar",$50 and over,4.9,496,1710 E Passyunk Ave,19147-5611,https://www.opentable.com/restaurant/profile/1401910,False,2026-01-24T18:08:19.098625
1434034,Manong,Philadelphia,PA,"Filipino, American",$31 to $50,4.5,240,1833 Fairmount Ave,19130-2856,https://www.opentable.com/restaurant/profile/1434034,False,2026-01-24T18:08:19.098629
1346251,Bastia,Philadelphia,PA,"Mediterranean, Breakfast",$31 to $50,4.8,390,1401 E Susquehanna Ave,19125-2825,https://www.opentable.com/restaurant/profile/1346251,False,2026-01-24T18:08:19.098632
2246,Penne Restaurant,Philadelphia,PA,Italian,$30 and under,3.7,1714,The Inn at Penn,19104,https://www.opentable.com/restaurant/profile/2246,True,2026-01-24T18:08:19.098636
991582,Fia Philadelphia,Philadelphia,PA,"Bar / Lounge / Bottle Service, Contemporary American, Burgers",$30 and under,4.2,73,261 S. 13th St.,19107,https://www.opentable.com/restaurant/profile/991582,False,2026-01-24T18:08:19.098889
259747,Hamilton Restaurant,Philadelphia,PA,Café,$30 and under,0.0,0,4008 Market St,19104,https://www.opentable.com/restaurant/profile/259747,False,2026-01-24T18:08:19.098893
12820,Maggiano's - Philadelphia,Philadelphia,PA,"Steakhouse, Italian, American",$30 and under,4.6,201,1201 Filbert Street,19107,https://www.opentable.com/restaurant/profile/12820,True,2026-01-24T18:08:19.098897
22969,Grand Concourse,Pittsburgh,PA,"Steak, Seafood, American",$30 and under,4.2,660,100 West Station Square Dr,15219,https://www.opentable.com/restaurant/profile/22969,False,2026-01-24T18:10:39.959883
1077001,The PA Market,Pittsburgh,PA,"Wine Bar, American, Cocktail Bar",$30 and under,3.8,43,108 19th St,15222,https://www.opentable.com/restaurant/profile/1077001,False,2026-01-24T18:10:39.960633
1255135,Del Frisco's Double Eagle Steakhouse - Pittsburgh,Pittsburgh,PA,Steakhouse,$50 and over,4.8,522,455 Fifth Ave,15219,https://www.opentable.com/restaurant/profile/1255135,False,2026-01-24T18:10:39.960638
61075,Meat & Potatoes,Pittsburgh,PA,"Gastro Pub, Comfort Food",$50 and over,4.6,300,649 Penn Avenue,15222,https://www.opentable.com/restaurant/profile/61075,True,2026-01-24T18:10:39.960642
1328347,Alta Via - Market Square,Pittsburgh,PA,"Wine Bar, Italian, Modern Tuscan",$31 to $50,4.8,270,"PPG Place, Suite 150",15222-0001,https://www.opentable.com/restaurant/profile/1328347,False,2026-01-24T18:10:39.960713
1269463,The Millhouse,Pittsburgh,PA,"Contemporary American, American, Lounge",$30 and under,3.8,30,453 Boulevard of the Allies,15219,https://www.opentable.com/restaurant/profile/1269463,True,2026-01-24T18:10:39.960718
1190134,Alfabeto,Pittsburgh,PA,Italian,$30 and under,4.1,62,40 W North Ave,15212,https://www.opentable.com/restaurant/profile/1190134,False,2026-01-24T18:10:39.961244
919381,Yuzu Kitchen,Pittsburgh,PA,"Asian, Ramen, Cocktail Bar",$30 and under,4.6,90,409 Wood St,15222-1816,https://www.opentable.com/restaurant/profile/919381,False,2026-01-24T18:10:39.961250
731710,"Red, the Steakhouse Pittsburgh",Pittsburgh,PA,"Steakhouse, Steak, Seafood",$50 and over,4.1,677,600 Grant St,15219,https://www.opentable.com/restaurant/profile/731710,True,2026-01-24T18:10:39.962491
349558,City Works - Pittsburgh,Pittsburgh,PA,"Contemporary American, American, Sports Bar",$31 to $50,4.5,104,2 Ppg Pl,15222,https://www.opentable.com/restaurant/profile/349558,False,2026-01-24T18:10:39.963152
57799,Bridges Pittsburgh,Pittsburgh,PA,"Contemporary American, American",$30 and under,3.8,85,100 Lytton Avenue,15213,https://www.opentable.com/restaurant/profile/57799,True,2026-01-24T18:10:39.963198
13990,McCormick & Schmick's Seafood - Pittsburgh Downtown,Pittsburgh,PA,"Steak, Seafood, American",$30 and under,4.2,216,301 Fifth Ave,15222,https://www.opentable.com/restaurant/profile/13990,False,2026-01-24T18:10:39.963507
1395289,Balvanera- Pittsburgh,Pittsburgh,PA,"Argentinean, Steakhouse, American",$31 to $50,4.8,407,1660 Smallman St,15222,https://www.opentable.com/restaurant/profile/1395289,True,2026-01-24T18:10:39.964124
1213432,Tupelo Honey - Pittsburgh,Pittsburgh,PA,"Comfort Food, Contemporary Southern, American",$30 and under,4.5,64,111 W Station Square Dr,15219,https://www.opentable.com/restaurant/profile/1213432,False,2026-01-24T18:10:39.964450
347722,The Boulevard,Pittsburgh,PA,"Burgers, Comfort Food, American",$30 and under,4.7,15,605 Mt Royal Blvd,15223,https://www.opentable.com/restaurant/profile/347722,True,2026-01-24T18:10:39.964455
265618,Revel,Pittsburgh,PA,"Steak, American, Cocktail Bar",$31 to $50,4.2,61,242 Forbes Avenue,15222,https://www.opentable.com/restaurant/profile/265618,False,2026-01-24T18:10:39.964739
1271590,Ritual House,Pittsburgh,PA,"Contemporary American, Global, International, American",$31 to $50,4.8,723,524 William Penn Pl,15219-1701,https://www.opentable.com/restaurant/profile/1271590,False,2026-01-24T18:10:39.964743
129316,Altius,Pittsburgh,PA,"Contemporary American, Fish, Meat",$50 and over,4.8,414,1230 Grandview Avenue,15211,https://www.opentable.com/restaurant/profile/129316,True,2026-01-24T18:10:39.964748
1069195,Emerson’s,Pittsburgh,PA,"Italian, French, American",$30 and under,4.7,174,435 Market St,15222,https://www.opentable.com/restaurant/profile/1069195,False,2026-01-24T18:10:39.964937
211489,Roost,Pittsburgh,PA,"Steakhouse, Contemporary American, American",$31 to $50,4.2,1578,242 Forbes Ave,15222,https://www.opentable.com/restaurant/profile/211489,True,2026-01-24T18:10:39.964944
15922,Lidia's Pittsburgh,Pittsburgh,PA,"Vegetarian / Vegan, Italian",$30 and under,4.2,11846,1400 Smallman Street,15222,https://www.opentable.com/restaurant/profile/15922,False,2026-01-24T18:10:39.965376
1238314,Cafe Momentum - Pittsburgh,Pittsburgh,PA,Contemporary American,$31 to $50,4.9,31,268 Forbes Ave,15222,https://www.opentable.com/restaurant/profile/1238314,False,2026-01-24T18:10:39.965381
271858,Atria's Restaurant - Pittsburgh,Pittsburgh,PA,Steakhouse,$31 to $50,0.0,0,"1 Robinson Plaza Bldg 1, First Floo",15205,https://www.opentable.com/restaurant/profile/271858,False,2026-01-24T18:10:39.965390
211078,Whitfield,Pittsburgh,PA,"Steak, American",$30 and under,4.5,4956,120 South Whitfield St.,15206,https://www.opentable.com/restaurant/profile/211078,True,2026-01-24T18:10:39.965395
276925,Lombardozzi's Restaurant,Pittsburgh,PA,European,$31 to $50,0.0,0,786 Liberty Ave,15222,https://www.opentable.com/restaurant/profile/276925,True,2026-01-24T18:10:39.966854
331417,Houlihan's - Mt Lebanon,Pittsburgh,PA,"Grill, Comfort Food, American",$30 and under,4.5,99,1500 Washington Rd,15228-1651,https://www.opentable.com/restaurant/profile/331417,False,2026-01-24T18:10:39.967087
1130089,Scarpino,Pittsburgh,PA,"International, Italian, Mediterranean",$30 and under,4.0,800,960 Penn Ave,15222-3818,https://www.opentable.com/restaurant/profile/1130089,True,2026-01-24T18:10:39.967092
349648,The Cafe Carnegie,Pittsburgh,PA,Contemporary American,$30 and under,4.5,52,4400 Forbes Ave,15213,https://www.opentable.com/restaurant/profile/349648,True,2026-01-24T18:10:39.967290
449860,"Or, the Whale",Pittsburgh,PA,"Steak, Seafood, American",$31 to $50,4.3,2351,463 Blvd of the Allies,15219,https://www.opentable.com/restaurant/profile/449860,True,2026-01-24T18:10:39.967670
335293,Eddie V's - Pittsburgh,Pittsburgh,PA,"Steakhouse, Oyster Bar, Seafood",$50 and over,4.8,397,501 Grant St,15219,https://www.opentable.com/restaurant/profile/335293,False,2026-01-24T18:10:39.967973
1428514,Astra,Columbus,OH,"European, Spanish, American",$30 and under,4.6,392,517 Park St,43215,https://www.opentable.com/restaurant/profile/1428514,False,2026-01-24T18:11:55.750590
1055674,RH Rooftop Restaurant at RH Columbus,Columbus,OH,American,$31 to $50,4.7,263,4120 Worth Avenue,43219,https://www.opentable.com/restaurant/profile/1055674,False,2026-01-24T18:11:55.750628
5325,Barcelona Restaurant & Bar,Columbus,OH,"Tapas / Small Plates, Spanish, Traditional Spanish",$31 to $50,4.8,214,263 E. Whittier St.,43206,https://www.opentable.com/restaurant/profile/5325,False,2026-01-24T18:11:55.751456
1399492,Fogo de Chão - Columbus,Columbus,OH,"Steakhouse, Steak, Seafood",$30 and under,4.4,219,1425 Polaris Pkwy,43240,https://www.opentable.com/restaurant/profile/1399492,False,2026-01-24T18:11:55.751461
1308838,Alqueria,Columbus,OH,"Seafood, American, Mediterranean",$31 to $50,4.8,81,247 King Ave,43201,https://www.opentable.com/restaurant/profile/1308838,False,2026-01-24T18:11:55.751466
1018249,Comune,Columbus,OH,Vegetarian / Vegan,$31 to $50,4.9,48,677 Parsons Ave,43206,https://www.opentable.com/restaurant/profile/1018249,False,2026-01-24T18:11:55.751470
100192,The Pearl - Short North,Columbus,OH,"Dining Bar, Contemporary American, Gastro Pub",$31 to $50,4.8,361,641 North High Street,43215,https://www.opentable.com/restaurant/profile/100192,False,2026-01-24T18:11:55.751477
1412224,Mastro’s Steakhouse - Columbus,Columbus,OH,"Steakhouse, Steak, Seafood",$50 and over,4.6,371,3965 New Bond St,43219-6131,https://www.opentable.com/restaurant/profile/1412224,False,2026-01-24T18:11:55.751817
83425,Nicola Restaurant and Bar - Columbus,Columbus,OH,Italian,$30 and under,4.8,97,4740 Reed Rd.,43220,https://www.opentable.com/restaurant/profile/83425,False,2026-01-24T18:11:55.751821
1250398,FYR Short North,Columbus,OH,Unspecified,$31 to $50,4.6,98,404 N High Street,43215,https://www.opentable.com/restaurant/profile/1250398,True,2026-01-24T18:11:55.751825
1035001,SoCal Kitchen + Bar,Columbus,OH,"Seafood, American, Californian",$31 to $50,4.7,212,705 N High St,43215,https://www.opentable.com/restaurant/profile/1035001,False,2026-01-24T18:11:55.752376
1057465,The Rossi Kitchen & Bar,Columbus,OH,"Italian, Contemporary Italian, American",$31 to $50,4.7,116,895 N High St,43215-1429,https://www.opentable.com/restaurant/profile/1057465,False,2026-01-24T18:11:55.752417
1276393,Little West Tavern,Columbus,OH,"Southwest, Steakhouse, American",$31 to $50,4.3,112,77 Belle St,43215,https://www.opentable.com/restaurant/profile/1276393,False,2026-01-24T18:11:55.752535
10858,G. Michael's Bistro & Bar,Columbus,OH,"Contemporary American, Low Country",$30 and under,4.6,8375,595 South Third Street,43215,https://www.opentable.com/restaurant/profile/10858,True,2026-01-24T18:11:55.752540
1360702,Chouette,Columbus,OH,"Bistro, Wine Bar, French",$31 to $50,4.5,312,66 N High St,43215,https://www.opentable.com/restaurant/profile/1360702,False,2026-01-24T18:11:55.753317
1174057,['plas],Columbus,OH,"Wine Bar, Contemporary American, Cocktail Bar",$31 to $50,4.8,73,21 E 5th Ave #101,43201-4530,https://www.opentable.com/restaurant/profile/1174057,False,2026-01-24T18:11:55.753322
990829,Service Bar,Columbus,OH,"Contemporary American, Comfort Food, Distillery",$31 to $50,4.6,2662,1230 Courtland Ave,43201,https://www.opentable.com/restaurant/profile/990829,False,2026-01-24T18:11:55.753580
156997,Sycamore,Columbus,OH,"Contemporary American, American, Café",$31 to $50,4.9,124,262 E. Sycamore Street,43206,https://www.opentable.com/restaurant/profile/156997,True,2026-01-24T18:11:55.753585
1365691,The Capital Grille - Columbus,Columbus,OH,"Steakhouse, Wine Bar, American",$50 and over,4.8,222,1827 Olentangy River Rd,43212-1496,https://www.opentable.com/restaurant/profile/1365691,False,2026-01-24T18:11:55.754212
1459051,The Black Sheep- Columbus,Columbus,OH,American,$30 and under,4.5,87,1124 N High St,43201-2440,https://www.opentable.com/restaurant/profile/1459051,False,2026-01-24T18:11:55.754217
1001956,Il Venetian,Cleveland,OH,"Steakhouse, Italian, Seafood",$31 to $50,4.8,268,100 East St. Clair Avenue,44114,https://www.opentable.com/restaurant/profile/1001956,False,2026-01-24T18:13:16.485464
37129,DANTE,Cleveland,OH,"Italian, American",$31 to $50,4.6,147,2247 Professor Ave,44113,https://www.opentable.com/restaurant/profile/37129,False,2026-01-24T18:13:16.486978
1388848,Friar's Table,Cleveland,OH,European,$31 to $50,4.4,156,1305 Euclid Ave,44115-1819,https://www.opentable.com/restaurant/profile/1388848,True,2026-01-24T18:13:16.487120
1383946,Maker,Cleveland,OH,"Tapas / Small Plates, American, Breakfast",$31 to $50,3.9,14,24 Public Square ,44113,https://www.opentable.com/restaurant/profile/1383946,True,2026-01-24T18:13:16.487521
262906,The Burnham Restaurant,Cleveland,OH,"Contemporary American, Comfort Food, American",$31 to $50,4.1,14,100 Lakeside Ave E,44114,https://www.opentable.com/restaurant/profile/262906,True,2026-01-24T18:13:16.488119
1182487,Acqua di Dea,Cleveland,OH,"Steakhouse, Italian, Seafood",$50 and over,4.6,100,500 W St Clair Ave,44113-1506,https://www.opentable.com/restaurant/profile/1182487,True,2026-01-24T18:13:16.488466
1333831,Barroco Larchmere,Cleveland,OH,"Venezuelan, Latin American, Colombian",$30 and under,4.7,12,12718 Larchmere Blvd.,44120-1151,https://www.opentable.com/restaurant/profile/1333831,False,2026-01-24T18:13:16.489193
989203,TURN Bar + Kitchen at The Ritz-Carlton Cleveland,Cleveland,OH,"Bar / Lounge / Bottle Service, American",$31 to $50,4.7,67,1515 W 3rd St,44113-1403,https://www.opentable.com/restaurant/profile/989203,True,2026-01-24T18:13:16.489198
1239037,BrightSide-Cleveland,Cleveland,OH,"Comfort Food, Creole, American",$30 and under,4.6,47,1948 W 25th St,44113-3438,https://www.opentable.com/restaurant/profile/1239037,False,2026-01-24T18:13:16.489643
109480,The Sanctuary,Cleveland,OH,"Contemporary American, American, Sports Bar",$30 and under,3.8,713,6200 Quarry Ln,44131,https://www.opentable.com/restaurant/profile/109480,True,2026-01-24T18:13:16.489647
4519,Fahrenheit - Cleveland,Cleveland,OH,"Contemporary American, American, Continental",$31 to $50,4.6,200,"55 Public Square,",44113,https://www.opentable.com/restaurant/profile/4519,False,2026-01-24T18:13:16.489730
1323691,RH Rooftop Restaurant at RH Cleveland,Orange,OH,American,$31 to $50,4.7,257,4009 Orange Pl,44122,https://www.opentable.com/restaurant/profile/1323691,False,2026-01-24T18:13:16.490652
79081,House of Blues Restaurant & Bar - Cleveland,Cleveland,OH,"Bar / Lounge / Bottle Service, American, Barbecue",$30 and under,4.4,58,308 Euclid Ave.,44114,https://www.opentable.com/restaurant/profile/79081,True,2026-01-24T18:13:16.490656
1011013,Sausalito on Ninth,Cleveland,OH,Contemporary American,$30 and under,3.8,117,"1360 E 9th St  Unit 125 Cleveland Ohio, 44114",44114,https://www.opentable.com/restaurant/profile/1011013,True,2026-01-24T18:13:16.490802
263608,Betts - Cleveland,Cleveland,OH,"Contemporary American, American",$30 and under,4.2,81,2000 E 9th Street,44115,https://www.opentable.com/restaurant/profile/263608,True,2026-01-24T18:13:16.492374
109141,"Red, the Steakhouse Cleveland",Cleveland,OH,Steakhouse,$50 and over,4.6,193,417 Prospect Avenue,44115,https://www.opentable.com/restaurant/profile/109141,False,2026-01-24T18:13:16.492577
1344853,Oliva Steakhouse,Cleveland,OH,"Steakhouse, Italian, American",$50 and over,4.8,213,408 W St Clair Ave,44113-1516,https://www.opentable.com/restaurant/profile/1344853,True,2026-01-24T18:13:16.492792
5361,Giovannis,Cleveland,OH,"Italian, Continental",$31 to $50,4.7,137,25550 Chagrin Blvd,44122,https://www.opentable.com/restaurant/profile/5361,False,2026-01-24T18:13:16.493000
7007,Johnny's Bar,Cleveland,OH,"Italian, Continental",$50 and over,4.9,70,3164 Fulton Rd,44109,https://www.opentable.com/restaurant/profile/7007,True,2026-01-24T18:13:16.493283
1051648,The Palazzo,Cleveland,OH,"Italian, Contemporary Italian",$31 to $50,4.7,111,10031 Detroit Avenue,44102,https://www.opentable.com/restaurant/profile/1051648,True,2026-01-24T18:13:16.493462
1219936,Alcove by MadTree,Cincinnati,OH,"American, Farm-to-table, Lounge",$30 and under,4.6,271,1410 Vine Street,45202,https://www.opentable.com/restaurant/profile/1219936,True,2026-01-24T18:15:32.389542
335521,Pennyflower Bistro and Bar,Cincinnati,OH,"Bistro, Contemporary American, American",$30 and under,4.3,110,701 Broadway St,45202,https://www.opentable.com/restaurant/profile/335521,False,2026-01-24T18:15:32.389887
15115,Maggiano's - Cincinnati,Cincinnati,OH,"Steakhouse, Italian, American",$30 and under,4.7,289,7875 Montgomery Road,45236,https://www.opentable.com/restaurant/profile/15115,True,2026-01-24T18:15:32.389893
1263352,Five Kitchen and Bar,Cincinnati,OH,"Comfort Food, American",$31 to $50,4.8,261,1324 Vine St,45202,https://www.opentable.com/restaurant/profile/1263352,False,2026-01-24T18:15:32.391692
335299,Prime Cincinnati,Cincinnati,OH,"Steakhouse, Wine Bar, Seafood",$31 to $50,4.5,254,580 Walnut St  Ste 100,45202,https://www.opentable.com/restaurant/profile/335299,False,2026-01-24T18:15:32.391698
1227517,Cantina,Cincinnati,OH,"Latin American, Mexican",$31 to $50,4.8,297,1200 Broadway,45202-2217,https://www.opentable.com/restaurant/profile/1227517,False,2026-01-24T18:15:32.391704
145738,Fourth & Walnut restaurant tavern,Cincinnati,OH,"Contemporary American, American, Cocktail Bar",$31 to $50,4.4,14,"36 East Fourth Street, Cincinnati, OH 45202",45202,https://www.opentable.com/restaurant/profile/145738,True,2026-01-24T18:15:32.391709
1324051,Taft Café,Cincinnati,OH,"Bistro, Café",$30 and under,4.9,34,316 Pike St,45202,https://www.opentable.com/restaurant/profile/1324051,True,2026-01-24T18:15:32.393470
14017,Via Vite,Cincinnati,OH,"Italian, Seafood, Contemporary Italian",$31 to $50,4.7,425,520 Vine Street,45202,https://www.opentable.com/restaurant/profile/14017,False,2026-01-24T18:15:32.393612
1034518,Street City Urban Gourmet,Cincinnati,OH,"Burgers, American, Pub",$30 and under,3.9,16,580 Walnut St,45202-3127,https://www.opentable.com/restaurant/profile/1034518,True,2026-01-24T18:15:32.393618
1094914,The Davidson,Cincinnati,OH,"French American, Italian, American",$31 to $50,4.6,456,501 Vine Street,45202,https://www.opentable.com/restaurant/profile/1094914,False,2026-01-24T18:15:32.393783
283948,La Petite France,Cincinnati,OH,French,$31 to $50,4.3,146,3177 Glendale Milford Rd,45241-3134,https://www.opentable.com/restaurant/profile/283948,True,2026-01-24T18:15:32.393788
572719,The Butcher and Barrel,Cincinnati,OH,"Argentinean, Steakhouse",$30 and under,4.6,199,700 Race Street,45202,https://www.opentable.com/restaurant/profile/572719,True,2026-01-24T18:15:32.394222
3346,Palomino - Cincinnati,Cincinnati,OH,"European, American, Mediterranean",$30 and under,4.1,8833,Fountain Place,45202,https://www.opentable.com/restaurant/profile/3346,False,2026-01-24T18:15:32.394445
1052557,Losanti,Cincinnati,OH,"Steakhouse, Contemporary American, Contemporary Italian",$50 and over,4.8,489,1401 Race St,45202,https://www.opentable.com/restaurant/profile/1052557,False,2026-01-24T18:15:32.394449
152302,The Mercer OTR,Cincinnati,OH,"Contemporary American, American, Modern European",$31 to $50,4.6,4053,1324 Vine Street,45202,https://www.opentable.com/restaurant/profile/152302,True,2026-01-24T18:15:32.394454
730000,Salazar,Cincinnati,OH,American,$50 and over,4.7,445,101 W 5th St,45202,https://www.opentable.com/restaurant/profile/730000,False,2026-01-24T18:15:32.394791
59362,Buca di Beppo - Cincinnati OH,Norwood,OH,Italian,$30 and under,3.9,93,2635 Edmondson Road,45209,https://www.opentable.com/restaurant/profile/59362,False,2026-01-24T18:15:32.394795
160765,1931,Cincinnati,OH,"Bar / Lounge / Bottle Service, American",$30 and under,4.2,107,35 W 5th St,45202,https://www.opentable.com/restaurant/profile/160765,True,2026-01-24T18:15:32.394799
6822,McCormick & Schmick's Seafood - Cincinnati,Cincinnati,OH,"Steak, Seafood, American",$30 and under,4.1,184,21 E 5th St,45202,https://www.opentable.com/restaurant/profile/6822,False,2026-01-24T18:15:32.395090
40549,Dressler's Restaurant - Metropolitan (Midtown),Charlotte,NC,"Steakhouse, Seafood, American",$50 and over,4.7,138,1100-e Metropolitan Ave #125,28204,https://www.opentable.com/restaurant/profile/40549,False,2026-01-24T18:17:31.430772
1246648,Chapter 6,Charlotte,NC,"Tapas / Small Plates, North African, Mediterranean",$31 to $50,4.8,217,2151 Hawkins St,28203-4981,https://www.opentable.com/restaurant/profile/1246648,False,2026-01-24T18:17:31.430814
58318,Mariposa,Charlotte,NC,"Tapas / Small Plates, Fusion / Eclectic, Mediterranean",$31 to $50,4.5,139,500 S Tryon St,28202,https://www.opentable.com/restaurant/profile/58318,False,2026-01-24T18:17:31.430822
139399,Stagioni,Charlotte,NC,"Italian, Contemporary Italian",$30 and under,4.5,1936,715 Providence Rd.,28207,https://www.opentable.com/restaurant/profile/139399,True,2026-01-24T18:17:31.431686
1266544,Limani - Charlotte,Charlotte,NC,Mediterranean,$50 and over,4.8,238,6902 Phillips Pl Ct,28210-2712,https://www.opentable.com/restaurant/profile/1266544,False,2026-01-24T18:17:31.431876
1069906,Tupelo Honey - Uptown Charlotte,Charlotte,NC,"Comfort Food, Contemporary Southern, American",$30 and under,4.2,146,101 S Tryon St,28280,https://www.opentable.com/restaurant/profile/1069906,False,2026-01-24T18:17:31.431882
1021873,Flour Shop,Charlotte,NC,"Contemporary Italian, American, Contemporary European",$31 to $50,4.7,228,530 Brandywine Rd,28209,https://www.opentable.com/restaurant/profile/1021873,False,2026-01-24T18:17:31.431887
27157,McNinch House,Charlotte,NC,"European, French American, Continental",$50 and over,4.9,65,511 North Church St.,28202,https://www.opentable.com/restaurant/profile/27157,False,2026-01-24T18:17:31.431892
118804,Fahrenheit - Charlotte,Charlotte,NC,"American, Mediterranean, Asian",$31 to $50,4.6,174,222 South Caldwell St.,28202,https://www.opentable.com/restaurant/profile/118804,False,2026-01-24T18:17:31.431896
269230,Stoke,Charlotte,NC,"Contemporary American, Contemporary Southern, American",$31 to $50,4.4,31,100 W Trade Street,28202,https://www.opentable.com/restaurant/profile/269230,True,2026-01-24T18:17:31.432480
1465240,24K Bistro & Lounge,Charlotte,NC,"Dining Bar, Southern, American",$31 to $50,4.3,50,9330 Center Lake Dr suite 100,28216,https://www.opentable.com/restaurant/profile/1465240,False,2026-01-24T18:17:31.432954
1175428,La Belle Helene,Charlotte,NC,"Unspecified, French",$31 to $50,4.5,336,300 South Tryon Street,28202,https://www.opentable.com/restaurant/profile/1175428,True,2026-01-24T18:17:31.432958
486349,The Porter's House,Charlotte,NC,"Steakhouse, Contemporary American, Seafood",$31 to $50,4.6,154,7417 Waverly Walk Ave,28277,https://www.opentable.com/restaurant/profile/486349,False,2026-01-24T18:17:31.433333
118150,"Heirloom Restaurant (Charlotte, NC)",Charlotte,NC,"Contemporary American, Global, International, Contemporary European",$31 to $50,4.5,1871,8470 Bellhaven Blvd,28216,https://www.opentable.com/restaurant/profile/118150,False,2026-01-24T18:17:31.433338
1360735,Dogwood: A Southern Table,Charlotte,NC,"Contemporary Southern, American, Farm-to-table",$31 to $50,4.5,112,601 S College St.,28202,https://www.opentable.com/restaurant/profile/1360735,False,2026-01-24T18:17:31.433343
1393654,Deluxe Fun Dining Restaurant,Charlotte,NC,"Italian, Eastern European, American",$30 and under,4.4,59,305 W 4th St,28202-1547,https://www.opentable.com/restaurant/profile/1393654,False,2026-01-24T18:17:31.433348
1294600,Sea Grill Restaurant and Bar,Charlotte,NC,"European, Seafood, Asian",$30 and under,4.7,991,210 E Trade St ste b120,28202-2404,https://www.opentable.com/restaurant/profile/1294600,True,2026-01-24T18:17:31.433352
1045003,forchetta,Charlotte,NC,"Italian, Mediterranean",$31 to $50,4.3,23,230 N College Street,28202,https://www.opentable.com/restaurant/profile/1045003,True,2026-01-24T18:17:31.433661
1114132,The Jimmy,Charlotte,NC,"Italian, French, Mediterranean",$30 and under,4.7,194,"2839 Selwyn Ave
Ste X",28209-1771,https://www.opentable.com/restaurant/profile/1114132,False,2026-01-24T18:17:31.433860
82771,Church and Union - Charlotte,Charlotte,NC,"Contemporary American, American",$31 to $50,4.6,222,127 N Tryon St #8,28202,https://www.opentable.com/restaurant/profile/82771,True,2026-01-24T18:17:31.434809
7980,"The Fig Tree Restaurant - Charlotte, NC",Charlotte,NC,"European, Seafood, Continental",$50 and over,4.8,180,1601 East 7th Street,28204,https://www.opentable.com/restaurant/profile/7980,True,2026-01-24T18:17:31.435140
189529,Good Food,Charlotte,NC,American,$31 to $50,0.0,0,1701 Montford Dr,28209-3721,https://www.opentable.com/restaurant/profile/189529,True,2026-01-24T18:17:31.435249
26344,Luce Ristorante,Charlotte,NC,Italian,$31 to $50,4.6,134,214 North Tryon Street,28202,https://www.opentable.com/restaurant/profile/26344,True,2026-01-24T18:17:31.435334
10384,Gallery Restaurant,Charlotte,NC,"Contemporary American, Steak, Seafood",$31 to $50,4.5,89,10000 Ballantyne Commons Parkway,28277,https://www.opentable.com/restaurant/profile/10384,True,2026-01-24T18:17:31.435601
1285330,Coquette - Uptown Charlotte,Charlotte,NC,"Oyster Bar, Contemporary French, French",$31 to $50,4.6,178,400 S Tryon St ste 10x,28202,https://www.opentable.com/restaurant/profile/1285330,False,2026-01-24T18:17:31.436056
