restaurant_id,name,address,city,state,website_url,price_level,rating,review_count,Maps_link
ChIJuRQJIue3t4kR4aTvgqKSRg0,Maydan,"1346 Florida Ave NW, Washington, DC 20009",Washington,DC,https://www.maydandc.com/,PRICE_LEVEL_EXPENSIVE,4.6,2111,https://maps.google.com/?cid=956613197541909729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJI4FJDBm4t4kRpyh9YSXkWxg,Marcus DC,"222 M St NE, Washington, DC 20002",Washington,DC,https://marcusdc.com/marcus-dc,,4.5,99,https://maps.google.com/?cid=1755247328991455399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJPWnyu5C3t4kRIdRDYL2GkUU,Central Michel Richard,"1001 Pennsylvania Ave NW, Washington, DC 20004",Washington,DC,http://www.centralmichelrichard.com/,PRICE_LEVEL_EXPENSIVE,4.4,1121,https://maps.google.com/?cid=5012936008162071585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJJT16aoW3t4kRuvr4twwPMFY,Fiola,"entrance on Indiana Ave, 601 Pennsylvania Ave NW, Washington, DC 20004",Washington,DC,http://www.fioladc.com/,PRICE_LEVEL_VERY_EXPENSIVE,4.6,891,https://maps.google.com/?cid=6210480433444485818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJEfb5qZG3t4kR8jQmH09MKRE,SUCCOTASH,"915 F St NW, Washington, DC 20004",Washington,DC,http://www.succotashrestaurant.com/,PRICE_LEVEL_MODERATE,4.4,3699,https://maps.google.com/?cid=1236603475398636786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJK8nUNHG3t4kRTG5x3Web9k0,La Bise,"800 Connecticut Ave NW Suite 600, Washington, DC 20006",Washington,DC,https://www.labisedc.com/,,4.6,191,https://maps.google.com/?cid=5617848455590407756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJR7vtLBa3t4kRnom0oZriRFY,Gordon Ramsay Hell's Kitchen - Washington D.C.,"652 Wharf St SW, Washington, DC 20024",Washington,DC,https://www.gordonramsayrestaurants.com/en/us/hells-kitchen/locations/washington-dc,PRICE_LEVEL_VERY_EXPENSIVE,4.2,2882,https://maps.google.com/?cid=6216342539443931550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJ9xLCPOW3t4kRUyLcYs5IY1Q,801 Restaurant and Bar,"801 Florida Ave NW, Washington, DC 20001",Washington,DC,https://www.801dc.com/,PRICE_LEVEL_MODERATE,4.5,892,https://maps.google.com/?cid=6080783973139358291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJTzlOd6C3t4kR5pkF4ORwiyY,La Grande Boucherie DC,"699 14th St NW, Washington, DC 20005",Washington,DC,https://www.boucherieus.com/,,4.7,4376,https://maps.google.com/?cid=2777437723517360614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJL147tpO3t4kR64PrIiBvchw,Estuary,"950 New York Ave NW, Washington, DC 20001",Washington,DC,https://estuarydc.com/?SEO_id=GMB--R-WASCICI-1&y_source=1_MjY1ODk0NTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,4.4,317,https://maps.google.com/?cid=2049822964222493675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJQd557C-3t4kRvbJKyzclF8o,Eatopia Eatery,"1301 U St NW #111, Washington, DC 20009",Washington,DC,https://www.eatopiaeatery.com/,PRICE_LEVEL_INEXPENSIVE,4.8,726,https://maps.google.com/?cid=14562148841689887421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJgRwXf723t4kRdfqt36VafUU,Old Ebbitt Grill,"675 15th St NW, Washington, DC 20005",Washington,DC,https://www.ebbitt.com/,PRICE_LEVEL_MODERATE,4.6,19372,https://maps.google.com/?cid=5007258029174684277&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJFRJOJLG3t4kREEO975QY56U,North Italia,"2112 Pennsylvania Ave NW Ste 102, Washington, DC 20037",Washington,DC,https://www.northitalia.com/locations/washington-dc/,PRICE_LEVEL_MODERATE,4.4,1591,https://maps.google.com/?cid=11954550763834655504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJ9yEHAZi3t4kR8O_zel8-og4,The Occidental,"1475 Pennsylvania Ave NW, Washington, DC 20004",Washington,DC,https://theoccidentaldc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,PRICE_LEVEL_EXPENSIVE,4.3,772,https://maps.google.com/?cid=1054473842563739632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJScgTouy3t4kRxZH3rEzhwSE,Tortino Restaurant,"1228 11th St NW, Washington, DC 20001",Washington,DC,https://www.tortinorestaurantwashington-dc.com/,PRICE_LEVEL_MODERATE,4.6,1053,https://maps.google.com/?cid=2432472993192448453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJKd5tOzO4t4kRPYGgQo6ZReI,"AMBAR Restaurant, Capitol Hill","523 8th St SE, Washington, DC 20003",Washington,DC,https://ambarrestaurant.com/ambarcapitolhill?utm_source=google,PRICE_LEVEL_MODERATE,4.7,3534,https://maps.google.com/?cid=16304606862246969661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
ChIJy7Pvzri3t4kRG_ji3K_QvFY,Le DeSales,"1725 Desales St NW, Washington, DC 20036",Washington,DC,http://www.ledesales.com/,PRICE_LEVEL_MODERATE,4.6,849,https://maps.google.com/?cid=6250099836627122203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
